BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
198402,26,2345,198402,26,2345,,9976714,ALABAMA,1,1984,February,Thunderstorm Wind,C,3,BALDWIN,AT,2/26/84 23:45,CST,2/26/84 23:45,0,0,0,0,0,0,,52,,,,,0,0,,,,,0,,,0,,,30.52,-87.9,,,,,PUB
198404,25,1920,198404,25,1920,,10067332,NEBRASKA,31,1984,April,Hail,C,79,HALL,T,4/25/84 19:20,CST,4/25/84 19:20,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,41,-98.6,,,,,PUB
198404,29,2000,198404,29,2000,,10057467,MISSOURI,29,1984,April,Thunderstorm Wind,C,143,NEW MADRID,T,4/29/84 20:00,CST,4/29/84 20:00,0,0,0,0,0,0,,52,,,,,0,0,,,,,0,,,0,,,36.45,-89.67,,,,,PUB
198408,9,1435,198408,9,1435,,10090123,NORTH CAROLINA,37,1984,August,Thunderstorm Wind,C,147,PITT,MT,8/9/84 14:35,CST,8/9/84 14:35,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.62,-77.38,,,,,PUB
198404,19,45,198404,19,45,,10046342,LOUISIANA,22,1984,April,Thunderstorm Wind,C,15,BOSSIER,T,4/19/84 00:45,CST,4/19/84 00:45,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,32.92,-93.7,,,,,PUB
198404,19,1653,198404,19,1653,,9976772,ALABAMA,1,1984,April,Thunderstorm Wind,C,7,BIBB,T,4/19/84 16:53,CST,4/19/84 16:53,0,0,0,0,0,0,,50,,,,,0,0,,,,,0,,,0,,,32.95,-87.13,,,,,PUB
198404,19,1657,198404,19,1657,,9976773,ALABAMA,1,1984,April,Tornado,C,7,BIBB,,4/19/84 16:57,CST,4/19/84 16:57,0,0,0,0,.25K,0,,0,,,,F0,0.1,33,,,,,0,,,0,,,32.92,-87.18,,,,,PUB
198404,19,1815,198404,19,1815,,9976774,ALABAMA,1,1984,April,Hail,C,51,ELMORE,MT,4/19/84 18:15,CST,4/19/84 18:15,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,32.6,-86.2,,,,,PUB
198404,19,1815,198404,19,1815,,9976775,ALABAMA,1,1984,April,Thunderstorm Wind,C,51,ELMORE,AT,4/19/84 18:15,CST,4/19/84 18:15,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,32.65,-86.28,,,,,PUB
198404,19,1905,198404,19,1905,,9976776,ALABAMA,1,1984,April,Hail,C,123,TALLAPOOSA,T,4/19/84 19:05,CST,4/19/84 19:05,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,32.6,-85.8,,,,,PUB
198404,19,1910,198404,19,1910,,9976777,ALABAMA,1,1984,April,Tornado,C,123,TALLAPOOSA,,4/19/84 19:10,CST,4/19/84 19:10,0,0,0,0,25K,0,,0,,,,F1,0.1,33,,,,,0,,,0,,,32.6,-85.8,,,,,PUB
198404,3,1815,198404,3,1815,,9976766,ALABAMA,1,1984,April,Hail,C,25,CLARKE,AT,4/3/84 18:15,CST,4/3/84 18:15,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,31.52,-87.88,,,,,PUB
198404,3,1830,198404,3,1830,,9976767,ALABAMA,1,1984,April,Hail,C,25,CLARKE,LCO,4/3/84 18:30,CST,4/3/84 18:30,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,31.52,-87.88,,,,,PUB
198404,3,1845,198404,3,1845,,9976768,ALABAMA,1,1984,April,Hail,C,25,CLARKE,LCO,4/3/84 18:45,CST,4/3/84 18:45,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,31.7,-87.78,,,,,PUB
198404,3,1915,198404,3,1915,,9976769,ALABAMA,1,1984,April,Hail,C,25,CLARKE,AT,4/3/84 19:15,CST,4/3/84 19:15,0,0,0,0,0,0,,0.75,,,,,0,0,,,,,0,,,0,,,31.83,-87.73,,,,,PUB
